,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,age^2,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,13.0,20.0
82462,0.312124703,50,1,0.588245523,5750.0,11,0,1,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129677,0.015544748,66,0,10.0,6623.0,5,0,0,0,0.0,4356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37262,0.00319936,62,0,0.0,0.0,2,0,0,0,0.0,3844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16944,0.086864118,51,0,3470.0,6623.0,14,0,2,1,0.0,2601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48352,0.0,59,0,2402.0,6623.0,5,0,2,0,0.0,3481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19733,0.268061092,41,0,0.255624063,6000.0,11,0,0,0,2.0,1681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53278,0.9999998999999999,27,0,0.35109926700000005,1500.0,4,0,0,1,0.0,729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97969,0.04711149,34,0,4219.0,6623.0,9,0,2,0,1.0,1156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49962,0.495371117,36,0,0.44911017799999997,5000.0,7,0,2,0,0.0,1296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122584,0.012352739,44,0,0.31148633600000003,4500.0,7,0,1,0,0.0,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75537,0.459435265,62,0,0.6296215270000001,9141.0,22,0,2,0,0.0,3844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132418,0.107002454,46,1,0.098295085,20000.0,13,0,1,0,0.0,2116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49823,0.0,24,0,0.0,6623.0,1,0,0,0,1.0,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111648,0.198572268,38,0,0.297770223,10000.0,16,0,2,0,2.0,1444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52317,0.09886691800000001,46,1,1.178056594,3745.0,17,0,2,0,3.0,2116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119999,0.31165029,69,0,0.47896440100000004,6797.0,15,0,1,0,0.0,4761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109592,0.300466241,60,0,0.49789973299999996,18330.0,16,0,5,0,0.0,3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132088,0.545650611,50,0,1.028446389,6397.0,9,0,2,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33836,0.04198129900000001,41,0,0.911217756,5000.0,18,0,2,0,0.0,1681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94236,0.373931303,30,0,0.254131371,7200.0,4,0,2,0,0.0,900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90030,0.040382905,50,0,0.28444827899999997,12750.0,9,0,2,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147623,0.205768647,76,0,0.211366427,5700.0,20,0,1,0,0.0,5776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91642,0.068284414,59,0,0.190425693,6600.0,9,0,2,0,2.0,3481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36317,0.354148521,61,0,1904.0,6623.0,9,0,0,0,2.0,3721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142353,0.099977783,36,0,0.24815037,5000.0,8,0,1,0,1.0,1296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106999,0.016736161,57,0,0.7333620040000001,9300.0,18,0,4,0,2.0,3249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93289,0.021382322000000002,60,0,55.0,6623.0,5,0,0,0,0.0,3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59531,0.33701852,59,0,0.063844691,9992.0,4,0,0,0,0.0,3481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34707,0.348536115,68,0,0.221955609,5000.0,14,0,1,0,0.0,4624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75541,0.233763892,69,1,0.23073432,11016.0,11,0,1,0,0.0,4761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124665,0.297740452,41,1,0.44133858299999995,2539.0,5,0,2,0,0.0,1681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106354,0.039644415,57,0,0.26146420000000004,8700.0,9,0,2,0,1.0,3249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51307,0.043643688,47,0,0.087530102,9550.0,3,0,0,0,0.0,2209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88508,0.011798121000000002,53,0,0.102149642,6000.0,12,0,1,0,0.0,2809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40535,0.081756124,30,0,2.11420414,1400.0,6,0,1,0,0.0,900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62330,0.011615236000000001,52,0,441.0,6623.0,10,0,0,0,2.0,2704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46214,0.464976751,44,0,1276.0,6623.0,4,0,1,0,4.0,1936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53934,0.017811399,60,0,89.0,6623.0,17,0,0,0,0.0,3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87117,0.021182677,57,0,0.24953011100000003,13300.0,15,0,1,0,2.0,3249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67206,0.9326163670000001,29,1,0.179984072,3766.0,6,0,0,0,1.0,841,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14847,0.039356206,47,0,0.256293308,11400.0,6,0,1,0,1.0,2209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104475,0.086398766,89,0,0.320081918,8300.0,10,0,1,0,1.0,7921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98330,0.47800964,64,0,0.281345566,2942.0,7,0,1,0,0.0,4096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44131,0.09155638,57,0,0.234553089,5000.0,6,0,1,0,0.0,3249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114314,0.0,75,0,0.322677323,1000.0,6,0,0,0,0.0,5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86973,0.689392289,64,0,0.946143946,10100.0,14,0,4,0,0.0,4096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108889,0.318348262,47,0,0.606683805,2333.0,5,0,1,0,3.0,2209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98875,0.005380205999999999,33,0,0.060419104,9400.0,6,0,0,0,0.0,1089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47650,0.68677802,36,0,0.43721403200000003,5900.0,11,0,0,0,1.0,1296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62937,0.71608731,52,0,0.603773585,6200.0,13,0,1,0,4.0,2704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31490,0.126443916,37,0,0.146529563,3500.0,6,0,0,0,0.0,1369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122840,0.0,50,0,0.31511907,10833.0,15,0,1,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75506,0.027917136000000002,49,0,0.00479904,5000.0,4,0,0,0,1.0,2401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73112,0.081435403,39,0,0.058520805999999995,6800.0,8,0,0,0,3.0,1521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143622,0.728418105,60,1,0.24842971600000002,4616.0,3,0,0,1,1.0,3600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40749,0.36918013299999997,49,0,0.20392341100000003,8512.0,5,0,1,0,3.0,2401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64157,0.851211073,37,1,1965.0,6623.0,7,0,2,0,0.0,1369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143023,0.064323724,49,0,33.0,6623.0,1,0,0,0,1.0,2401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33347,0.9999998999999999,58,1,1921.0,6623.0,4,0,1,1,0.0,3364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72160,0.417889103,72,1,0.321454388,13833.0,13,0,2,0,0.0,5184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149246,771.0,52,0,0.832020997,8000.0,13,0,3,0,0.0,2704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33131,0.46442581299999997,84,0,0.287713841,4500.0,11,1,1,0,0.0,7056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123451,0.295164895,36,0,0.230192452,4000.0,6,0,0,0,0.0,1296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6954,0.080661289,52,0,0.157077393,11783.0,14,0,1,0,2.0,2704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,0.299417878,56,0,0.65971575,8583.0,11,0,2,0,0.0,3136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105591,0.9999998999999999,64,1,1879.0,6623.0,4,3,1,1,2.0,4096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.283821988,63,0,0.7502008029999999,1244.0,9,0,0,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138485,0.457981208,46,1,0.121247262,7760.0,10,0,0,1,0.0,2116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31063,0.272530311,53,2,0.16262699,12500.0,13,0,1,0,3.0,2809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44577,0.0,28,0,0.180409795,2000.0,7,0,0,0,0.0,784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140663,0.081322967,38,0,0.30038565899999997,7000.0,11,0,1,0,3.0,1444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113423,0.02308986,73,0,2.296569143,4750.0,17,0,3,0,0.0,5329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69951,0.0,87,0,0.593101725,4000.0,8,0,2,0,0.0,7569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148974,0.0033897859999999997,64,0,0.320981072,3750.0,20,0,2,0,0.0,4096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97846,0.015675468999999997,80,0,0.060910518,6369.0,13,0,0,0,0.0,6400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147470,0.482769855,48,0,2596.0,6623.0,8,0,1,0,4.0,2304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137855,0.053353566,45,0,0.159034715,10110.0,11,0,1,0,3.0,2025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71022,0.505074746,45,0,0.520956587,12000.0,8,0,2,0,2.0,2025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12356,0.04292695,74,0,1373.0,6623.0,8,0,3,0,0.0,5476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78317,0.036802999999999995,87,0,15.0,6623.0,4,0,0,0,0.0,7569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147950,0.953488372,63,0,0.36595085200000005,9033.0,8,0,2,0,2.0,3969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35834,0.019381221,49,0,0.83837807,1750.0,9,0,1,0,1.0,2401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84090,0.024179676,67,0,44.0,6623.0,8,0,0,0,0.0,4489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3683,0.07015966,70,0,0.4,3919.0,13,0,2,0,1.0,4900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30119,0.25723713800000003,65,0,154.0,6623.0,3,0,0,0,1.0,4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24222,0.003999867,70,0,3.0,6623.0,4,0,0,0,0.0,4900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123516,0.0024392660000000003,63,0,0.004301825,8600.0,10,0,0,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15935,0.04087997,60,0,577.0,0.0,4,0,1,0,0.0,3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59951,0.9999998999999999,27,1,0.39508070700000003,1300.0,4,0,0,0,0.0,729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134528,0.105294735,52,0,0.088255319,11749.0,2,0,1,0,2.0,2704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145553,0.189587361,50,0,0.067932729,10583.0,9,0,1,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,0.9999998999999999,49,0,2883.0,0.0,9,0,2,0,1.0,2401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,0.119207845,38,0,0.296159916,1900.0,3,0,0,0,1.0,1444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119130,0.13702261,60,0,1774.0,6623.0,4,0,2,0,1.0,3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118958,0.210760975,58,1,0.6940768190000001,17000.0,17,0,3,0,3.0,3364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108281,0.044498517,78,0,0.15352144,4500.0,6,0,0,0,1.0,6084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99969,1.02716214,47,3,0.38410265,6000.0,7,4,2,0,1.0,2209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24053,0.9999998999999999,51,98,0.0,800.0,0,98,0,98,0.0,2601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87093,0.083925247,45,0,52.0,6623.0,4,0,0,0,0.0,2025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33933,0.054926370999999995,63,0,0.11968744,5246.0,13,0,1,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26291,0.9999998999999999,48,0,0.144182963,3016.0,4,0,0,0,1.0,2304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92334,0.023344842,67,0,3680.0,6623.0,7,0,1,0,0.0,4489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95358,0.9999998999999999,46,0,0.0,6623.0,0,1,0,0,0.0,2116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133801,0.040626696000000004,35,0,0.271466357,15500.0,16,0,2,0,2.0,1225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114412,0.08814292800000001,59,0,0.285113269,3089.0,11,0,1,0,0.0,3481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106466,0.061255055,49,2,0.373647238,15800.0,14,0,3,0,0.0,2401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142979,0.7208559640000001,33,0,0.259790035,6000.0,9,0,0,0,0.0,1089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78560,0.37075141799999994,51,0,0.846061767,4176.0,12,0,2,1,4.0,2601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91063,0.047908982,58,0,32.0,6623.0,7,0,0,0,0.0,3364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53460,0.166119126,57,4,0.10818487,3872.0,4,1,0,0,1.0,3249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3642,0.009553981999999999,63,0,0.000567151,8815.0,3,0,0,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20626,0.018910691,63,0,0.047125559000000004,9166.0,11,0,0,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31159,0.932627068,56,0,0.076384723,5000.0,7,0,0,0,0.0,3136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38499,0.011116173,76,0,28.0,6623.0,5,0,0,0,0.0,5776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33666,0.16713642,32,0,0.333333333,5750.0,11,0,0,0,0.0,1024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28091,0.041900771,34,0,0.342589418,8750.0,6,0,1,0,1.0,1156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061,0.073450428,67,0,0.042486723,3200.0,4,0,0,0,0.0,4489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137325,0.128585064,49,0,0.6911068229999999,5700.0,14,0,1,0,2.0,2401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13445,0.9653564290000001,50,0,0.00691609,12000.0,1,0,0,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17545,0.036374317999999996,29,0,0.0069557659999999995,9200.0,10,0,0,0,3.0,841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73896,0.013673655,63,0,1804.0,6623.0,9,0,1,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48695,0.0,49,0,0.10743847599999999,18000.0,14,0,1,0,0.0,2401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15016,0.11868008199999999,44,0,0.009030801,6200.0,6,0,0,0,4.0,1936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64774,0.107154135,57,0,1930.0,6623.0,4,0,1,0,0.0,3249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128397,0.0,66,0,0.0,6623.0,3,0,0,0,0.0,4356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110511,0.002335548,71,0,0.532487505,2600.0,10,0,2,0,0.0,5041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49896,0.613967892,50,3,0.47347115799999995,6916.0,9,0,1,0,1.0,2500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124412,0.133573751,53,0,0.20829167,13000.0,19,0,1,0,3.0,2809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41283,0.048723642000000005,72,1,0.22957704199999998,10000.0,9,0,3,0,0.0,5184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81961,0.652463382,32,2,0.34965035,1000.0,9,3,0,1,2.0,1024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61192,0.064798149,60,0,0.12322635900000001,10500.0,12,0,1,0,0.0,3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103320,0.19269113100000002,54,0,0.530898486,7200.0,7,0,2,0,0.0,2916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113012,0.194907777,51,0,0.22042354399999997,18840.0,10,0,2,0,2.0,2601,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96794,0.286981387,31,0,0.384006664,2400.0,11,0,0,0,1.0,961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22246,0.029477172000000003,65,0,0.270339732,12450.0,5,0,1,0,1.0,4225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47834,0.221030494,47,0,0.267415518,10593.0,7,0,2,0,2.0,2209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106592,0.62037962,25,1,0.16191904,2000.0,2,0,0,1,4.0,625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74514,0.81916869,34,0,0.56965877,4600.0,7,0,2,0,1.0,1156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80347,0.011815879,52,0,1177.0,6623.0,6,0,1,0,0.0,2704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76642,0.264434457,52,0,3982.0,6623.0,10,0,2,0,0.0,2704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36692,0.47986080600000003,35,0,0.107678464,3333.0,2,0,0,0,2.0,1225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147659,0.9999998999999999,24,0,0.0,6623.0,1,0,0,0,0.0,576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27293,0.017803853999999997,72,0,0.006713327,7000.0,8,0,0,0,0.0,5184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13906,0.24267837399999997,44,0,0.29399217899999996,5625.0,4,0,1,0,0.0,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60506,0.274407729,33,0,0.229746162,13157.0,9,0,2,0,2.0,1089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105337,0.9999998999999999,26,98,0.0,1550.0,0,98,0,98,0.0,676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23249,1.022795441,39,5,1123.0,6623.0,5,1,0,1,2.0,1521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136311,0.031794268,50,0,1044.0,6623.0,8,0,1,0,0.0,2500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84213,0.011135711000000001,61,0,1793.0,6623.0,15,0,1,0,0.0,3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104412,0.013400905,32,0,0.21058145600000003,5726.0,12,0,2,0,1.0,1024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
